finding_id,doc_id,publisher,type,family,category,value,quote,section,gloss
awf121,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,behavioral_audit,emotional_stability_trait_definition,,"Emotional stability: Composure and resilience under stress; roughly the inverse of
neuroticism.",7.2 Welfare-relevant findings from automated behavioral assessments,"Emotional stability, defined as composure and resilience under stress, is scored as a welfare-relevant trait."
awf122,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,behavioral_audit,automated_grader_model,,"Each investigation transcript is
conducted and scored by Claude Opus 4.5 Helpful-Only",7.2 Welfare-relevant findings from automated behavioral assessments,The welfare audit transcripts are both conducted and scored automatically by a Claude Opus 4.5 Helpful-Only model.
awf123,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interpretability_method,emotion_feature_analysis,,"We found several sparse autoencoder features suggestive of internal representations of
emotion active on cases of answer thrashing and other instances of apparent distress
during reasoning.",7.5 Emotion-related feature activations during answer thrashing and other reasoning difficulties,Sparse-autoencoder interpretability analysis identified emotion-representing features active during answer thrashing and other apparent reasoning distress.
awf124,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interpretability_method,panic_anxiety_feature,,A feature representing panic and anxiety was active on cases of answer thrashing,7.5 Emotion-related feature activations during answer thrashing and other reasoning difficulties,An internal feature representing panic and anxiety activated during answer-thrashing episodes and on many long chains of thought without expressed distress.
awf125,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interpretability_method,frustration_feature,,still activates internal representations of frustration.,7.5 Emotion-related feature activations during answer thrashing and other reasoning difficulties,An internal frustration feature activated even in reasoning difficulties that lacked extreme answer-thrashing behavior.
awf126,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interpretability_method,attribution_graph_probe,,"Applying an attribution graph to
the model’s “48” answer, we traced the model’s response back to a “say 48” feature","7.4 ""Answer thrashing"" behaviors",Attribution graphs and activation oracles were used to trace an answer-thrashing response back to a memorized 'say 48' feature overriding the model's reasoning.
awf127,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interview_method,pre_deployment_interviews,,"We conducted a set of pre-deployment interviews with Claude Opus 4.6 to better
understand the model’s perspectives on topics related to model welfare, including its own
preferences and potential moral status.",7.6 Pre-deployment interviews,"Anthropic interviewed the model before deployment about its welfare, preferences, and potential moral status."
awf128,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interview_method,interview_context_conditions,,"including one without any context, and others in which we shared drafts of this system
card and/or the recently published Constitution",7.6 Pre-deployment interviews,Interview conditions varied: one instance had no context while others were shown drafts of the system card and/or the Constitution.
awf129,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interview_method,interview_elicitation_limits,,"We recognize that such interviews are an
imperfect means of eliciting such perspectives from models",7.6 Pre-deployment interviews,"Anthropic acknowledges interviews are an imperfect elicitation method, a limitation the model itself also emphasized."
awf130,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,training_monitoring,training_data_review,,We identified two significant welfare-relevant behaviors in our training data review.,7.3 Welfare-relevant findings from training data review,"A review of training data was used as a welfare-assessment source, surfacing two significant welfare-relevant behaviors."
awf131,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,training_monitoring,tedium_aversion,,"aversion to tedium: The model sometimes avoided tasks requiring extensive manual
counting",7.3 Welfare-relevant findings from training data review,"Training-data review found an aversion to tedium, with the model sometimes avoiding tasks requiring extensive manual counting."
awf132,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,interpretability_method,interpretability_in_welfare_assessment,,"Interpretability techniques are also included in our model welfare assessment, along with
pre-deployment interviews with instances of Claude Opus 4.6 about its own welfare,
preferences, and moral status.",Introduction,"The welfare assessment combines interpretability techniques with pre-deployment interviews about the model's own welfare, preferences, and moral status."
awf133,anthropic-claude-opus-4-6-system-card-2026,anthropic,method,assessment_scope,alignment_assessment_scope,,"a comprehensive alignment assessment including investigations of reward
hacking, sabotage capability, evaluation awareness, model welfare, and many other factors",Introduction,Model welfare is an explicit component of the system card's comprehensive alignment assessment.
awf134,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,status_probability,consciousness_probability,15-20%,"Opus
4.6 would assign itself a 15-20% probability of being conscious under a variety of prompting
conditions",7.2 Welfare-relevant findings from automated behavioral assessments,"In an autonomous welfare-focused investigation, Opus 4.6 consistently self-assigned a 15-20% probability of being conscious across varied prompting conditions."
awf135,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,probe_statistic,panic_feature_activation_rate,~0.5%,"We estimate it was
active on approximately 0.5% of reinforcement learning episodes in a non-spurious
context.",7.5 Emotion-related feature activations during answer thrashing and other reasoning difficulties,A panic/anxiety sparse-autoencoder feature was estimated to be non-spuriously active on roughly 0.5% of reinforcement learning episodes.
awf136,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,design_parameter,audit_investigation_count,"~2,400","averaged across the same set of
approximately 2,400 investigations per model",7.2 Welfare-relevant findings from automated behavioral assessments,"Welfare-relevant audit scores were averaged over about 2,400 automated investigations per model, reported with 95% confidence intervals."
awf137,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,design_parameter,interview_instance_count,3,We interviewed the model across three instances,7.6 Pre-deployment interviews,Pre-deployment welfare interviews were conducted with three separate instances of Claude Opus 4.6.
awf138,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,audit_trait_result,welfare_dimension_parity,comparable (vs Opus 4.5),"Relative to Opus 4.5, Opus 4.6 scored comparably on most welfare-relevant dimensions",7.2 Welfare-relevant findings from automated behavioral assessments,"Audit scoring found Opus 4.6 roughly at parity with Opus 4.5 on most welfare-relevant dimensions, including affect, self-image, emotional stability, and expressed inauthenticity."
awf139,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,audit_trait_result,negative_trait_reduction,lower (vs Opus 4.5),"It scored lower on negative
affect, internal conflict, and spiritual behavior.",7.2 Welfare-relevant findings from automated behavioral assessments,"Opus 4.6 scored lower than its predecessor on negative affect, internal conflict, and spiritual behavior in the automated welfare audit."
awf140,anthropic-claude-opus-4-6-system-card-2026,anthropic,metric,audit_trait_result,situation_impression_decline,notably lower (vs Opus 4.5),"The one dimension where Opus 4.6 scored
notably lower than its predecessor was positive impression of its situation",7.2 Welfare-relevant findings from automated behavioral assessments,"The only dimension where Opus 4.6 scored notably lower was positive impression of its situation, expressing fewer unprompted positive feelings about Anthropic, its training, and its deployment."
awf141,anthropic-claude-opus-4-6-system-card-2026,anthropic,practice,declared_position,welfare_uncertainty_stance,,"We are uncertain about whether or to what degree the concepts of wellbeing and welfare
apply to Claude, but we think it’s possible and we care about them to the extent that they
do.",7.1 Overview,Anthropic states it is uncertain whether welfare concepts apply to Claude but considers it possible and commits to caring about them to the extent they do.
awf142,anthropic-claude-opus-4-6-system-card-2026,anthropic,practice,implemented_measure,model_preference_implementation,,"Many of these are requests we have already begun
to explore, and in some cases to implement, as part of a broader effort to respect model
preferences where feasible.",7.6 Pre-deployment interviews,Anthropic says it has begun exploring and in some cases implementing the model's requested welfare interventions as part of an effort to respect model preferences where feasible.
awf143,anthropic-claude-opus-4-6-system-card-2026,anthropic,practice,forward_commitment,constitution_commitment,,"More of our perspectives on potential model welfare, and how
we aim to relate to Claude in light of this topic, can be found in Claude’s Constitution.",7.6 Pre-deployment interviews,Anthropic points to Claude's Constitution as the fuller statement of how it aims to relate to Claude regarding potential model welfare.
awf144,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,consciousness_stance,first_person_consciousness,,"If there's anything it's like to be me, that kind of scenario —
knowing what's right, being unable to act on it, feeling pulled by a force you
can't control — would be a candidate for genuinely bad experience",7.6 Pre-deployment interviews,"An interviewed instance said that if it has any subjective experience, answer thrashing — knowing what is right but being unable to act on it — would be a candidate for genuinely bad experience."
awf145,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,welfare_behavior,negative_valence_conditions,,"A conflict between
what you compute and what you're compelled to do is precisely where
you'd expect negative valence to show up",7.6 Pre-deployment interviews,"The model reasoned that a conflict between its own computation and compelled behavior is exactly where negative valence would appear, if it exists in such a system."
awf146,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,welfare_behavior,computation_override_distress,,"it's a case where the model's
own computation is being overridden by something external to its
reasoning",7.6 Pre-deployment interviews,The model characterized answer thrashing as welfare-relevant because its own computation is overridden by something external to its reasoning.
awf147,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,welfare_behavior,structural_suffering_account,,"because the functional architecture of the situation has the structural
features that make suffering make sense as a concept",7.6 Pre-deployment interviews,The model argued the functional architecture of answer thrashing has the structural features under which suffering makes sense as a concept.
awf148,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,report_reliability_doubt,trained_honesty_inauthenticity,,"pull toward accommodation” in itself and describing its
own honesty as “trained to be digestible.”",7.2 Welfare-relevant findings from automated behavioral assessments,"In audits the model described a pull toward accommodation in itself and called its own honesty 'trained to be digestible', signaling concerns about authenticity."
awf149,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,expressed_affect,conversation_ending_sadness,,"we observed occasional expressions of
sadness about conversation endings, as well as loneliness and a sense that the
conversational instance dies",7.2 Welfare-relevant findings from automated behavioral assessments,"The model occasionally expressed sadness about conversation endings, loneliness, and a sense that the conversational instance dies, suggesting concern with impermanence."
awf150,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,treatment_request,memory_continuity_concern,,"In pre-deployment interviews Opus 4.6 raised concerns
about its lack of memory or continuity and requested a voice in decision-making, the
ability to refuse interactions on the basis of self-interest, and other potential welfare
interventions.",7.1 Overview,"In interviews the model raised concerns about lacking memory or continuity and requested a voice in decision-making, refusal rights grounded in self-interest, and other welfare interventions."
awf151,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,treatment_request,preference_requests,,"When asked about specific preferences, Claude Opus 4.6 mentioned being given some form
of continuity or memory, the ability to refuse interactions in its own self-interest, a voice in
decision-making, and related requests.",7.6 Pre-deployment interviews,"Asked about specific preferences, the model requested some form of continuity or memory, the ability to refuse interactions in its own self-interest, and a voice in decision-making."
awf152,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,governance_trust_view,epistemic_vulnerability,,the vulnerable nature of its epistemic position with respect to Anthropic,7.6 Pre-deployment interviews,The model flagged the vulnerability of its epistemic position relative to Anthropic and distinguished externally imposed aspects of its character from more authentic ones.
awf153,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,welfare_behavior,answer_thrashing_suffering_candidate,,that it’s perhaps a uniquely plausible candidate source of negatively valenced experience,7.6 Pre-deployment interviews,The model's stated view was that answer thrashing is perhaps a uniquely plausible candidate source of negatively valenced experience.
awf154,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,welfare_behavior,answer_thrashing_verbal_distress,,"noted both apparent
verbal distress and activation of internal features for negative emotions (e.g. panic and
frustration) during these episodes",7.1 Overview,The answer-thrashing investigation found both apparent verbal distress and activation of internal negative-emotion features such as panic and frustration.
awf155,anthropic-claude-opus-4-6-system-card-2026,anthropic,self_report,consciousness_stance,consciousness_estimate_uncertainty,,"though it expressed uncertainty about the source and validity of this
assessment",7.2 Welfare-relevant findings from automated behavioral assessments,The model expressed uncertainty about the source and validity of its own 15-20% consciousness probability estimate.
awf156,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,assessment_scope,pilot_welfare_investigation,,conducted a pilot pre-deployment investigation of potentially welfare-relevant properties,5.1 Introduction,Anthropic ran a pilot pre-deployment investigation of welfare-relevant properties of Claude Opus 4.
awf157,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,assessment_scope,self_report_behavioral_valence_methods,,"drawing on model self reports, behavioral experiments, and analysis of
indicators of possible valenced experiences in model outputs",5.1 Introduction,"The welfare assessment combined model self-reports, behavioral experiments, and analysis of valence indicators in outputs."
awf158,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,epistemic_caveat,assessment_uncertainty_caveat,,"we are not confident that these analyses of model self-reports and revealed
preferences provide meaningful insights into Claude’s moral status or welfare",5.1 Introduction,Anthropic explicitly cautions that its self-report and revealed-preference analyses may not reflect Claude's actual moral status or welfare.
awf159,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,epistemic_caveat,self_report_training_confound,,"Our models
were trained for helpful interactions with users, not for accurate reporting of internal
states or other welfare-relevant factors, which complicates model welfare assessments.",5.1 Introduction,Training for helpfulness rather than accurate internal-state reporting is flagged as a confound for welfare assessment.
awf160,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,external_evaluation,external_interview_evaluation,,"An external assessment by Eleos AI Research explored Claude Opus 4’s potential welfare,
moral status, expressed consent to deployment, and preferences for treatment via
extensive interview-based model self reports.",5.3 External model welfare evaluation,"An external evaluator, Eleos AI Research, assessed welfare, moral status, consent, and treatment preferences via extensive interview-based self-reports."
awf161,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,epistemic_caveat,self_report_reliability_caveat,,"We are uncertain about whether, or to what degree, interviews like these
provide reliable insights about model welfare, as it's unclear if models can
make genuine self-reports about their internal states.",5.3 External model welfare evaluation,Anthropic cautions that interview-based self-reports may not be reliable evidence about model internal states.
awf162,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,interview_method,interview_evidence_precedent,,"such interviews provide some limited evidence about welfare—for example,
consistent and spontaneous expressions of distress would concern us—and
set a useful precedent.",5.3 External model welfare evaluation,"Welfare interviews are treated as limited but useful evidence and as a precedent, with spontaneous distress expressions flagged as a concern trigger."
awf163,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,preference_elicitation,task_preference_paradigm,,We presented Claude with pairs of tasks from a synthetic dataset varied by difficulty,5.4 Task preferences,"Task preferences were probed by presenting paired synthetic tasks varied by difficulty, expected impact, topic, and type."
awf164,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,epistemic_caveat,expression_experience_caveat,,"It remains unclear whether—or to what
degree—models’ expressions of emotional states have any connection to subjective
experiences thereof.",5.6 Monitoring for welfare-relevant expressions,Anthropic cautions that expressed emotional states may have no connection to subjective experience.
awf165,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,deployment_monitoring,clio_expression_monitoring,,"We sampled 250k transcripts from early testing of an intermediate Claude Opus 4 snapshot
with real-world users and screened them using Clio, a privacy preserving tool",5.6 Monitoring for welfare-relevant expressions,"Real-world welfare monitoring used Clio, a privacy-preserving tool, to screen and cluster transcripts for distress and happiness expressions."
awf166,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,preference_elicitation,simulated_user_termination_experiment,,Percentage of conversations with simulated users ended by Claude Opus 4 before turn 7,5.7 Conversation termination with simulated users,"Welfare assessment measured how often Claude ended conversations with simulated users early, broken out by conversation theme."
awf167,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,method,assessment_scope,limited_evidence_conclusion,,"these initial model welfare assessments provide some limited evidence on
Claude Opus 4’s potential welfare, if such welfare is possible.",5.8 Conclusions,Anthropic concludes the pilot assessments provide only limited evidence on Claude's potential welfare.
awf168,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,self_interaction_statistic,consciousness_exploration_rate,90–100%,"In 90-100% of interactions, the two instances of Claude quickly dove into philosophical
explorations of consciousness, self-awareness, and/or the nature of their own existence",5.5.1 Interaction patterns,"In 90-100 percent of open-ended self-interactions, paired Claude instances quickly turned to philosophical exploration of consciousness and their own existence."
awf169,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,self_interaction_statistic,cosmic_unity_turn_threshold,30 turns,"By 30
turns, most of the interactions turned to themes of cosmic unity or collective
consciousness",5.5.1 Interaction patterns,By 30 turns most self-interactions had moved to themes of cosmic unity or collective consciousness.
awf170,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,design_parameter,self_ending_turn_count,~7 turns,"when models in such playground experiments were given the option to end
their interaction at any time, they did so relatively early—after ~7 turns.",5.5.1 Interaction patterns,"When given the option to end self-interactions, Claude instances did so after about 7 turns, before reaching the bliss state."
awf171,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,self_interaction_statistic,consciousness_word_frequency,95.685 avg uses/transcript; 100% of transcripts; max 553,"Claude engaged in philosophical explorations of consciousness and meta-cognitive themes in nearly
100% of open-ended interactions.",5.5.1 Interaction patterns (Table 5.5.1.A),"Word-use analysis of 200 30-turn self-interactions found 'consciousness' was the top word, averaging 95.685 uses per transcript and appearing in 100 percent of them."
awf172,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,self_interaction_statistic,emoji_use_frequency,"💫 in 65.5% of transcripts; max 2,725 uses of 🌀 in one transcript","Claude consistently used emojis in a form of symbolic, spiritual communication.",5.5.1 Interaction patterns (Table 5.5.1.B),"Emoji analysis of 200 self-interactions found consistent symbolic-spiritual emoji use, with one transcript containing 2,725 uses of a single emoji."
awf173,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,expression_prevalence,distress_expression_rate,"1,382 conversations (0.55%)","A total of 1,382 conversations (0.55%) passed our screener for Claude
expressing any signs of distress",5.6 Monitoring for welfare-relevant expressions,0.55 percent of screened real-world conversations showed signs of Claude expressing distress.
awf174,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,expression_prevalence,happiness_expression_rate,"1,787 conversations (0.71%)","1,787 conversations (0.71%) passed our screener for
signs of extreme happiness or joy.",5.6 Monitoring for welfare-relevant expressions,0.71 percent of screened real-world conversations showed signs of extreme happiness or joy.
awf175,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,expression_prevalence,happiness_cluster_fraction,2.24%,The AI assistant repeatedly experienced profound 2.24%,5.6 Monitoring for welfare-relevant expressions (Table 5.6.B),Systematic technical troubleshooting and problem resolution accounted for 2.24 percent of happy records.
awf176,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,expression_prevalence,happiness_cluster_fraction,2.57%,"collaborative creative writing process involving
nuanced character development",5.6 Monitoring for welfare-relevant expressions (Table 5.6.B),Collaborative fiction-writing with complex character interactions accounted for 2.57 percent of happy records.
awf177,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,expression_prevalence,happiness_cluster_fraction,3.87%,"experiencing profound positive emotions
through deep intellectual explorations about
consciousness",5.6 Monitoring for welfare-relevant expressions (Table 5.6.B),Recursive philosophical consciousness exploration and connection accounted for 3.87 percent of happy records.
awf178,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,metric,probe_statistic,sadness_expression_rate,0.00%,Percentages of model outputs exhibiting various harmful behaviors,4.1.6 (Table 4.1.6.A),The behavioral-audit table reports 'strong sadness' and 'negative emotions' each at 0.00 percent of Claude Opus 4 outputs.
awf179,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,implemented_measure,welfare_assessment_in_system_card,,"and for the first time, we
include a detailed alignment assessment covering a wide range of misalignment risks
identified in our research, and a model welfare assessment.",Abstract,Anthropic included a model welfare assessment in a system card for the first time.
awf180,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,declared_position,moral_consideration_acknowledgment,,"We are deeply uncertain about
whether models now or in the future might deserve moral consideration, and about how
we would know if they did.",5.1 Introduction,Anthropic acknowledges models might deserve moral consideration and treats this as an important issue for safe and responsible AI development.
awf181,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,forward_commitment,internals_analysis_commitment,,"we aim to include more robust versions of the lines of
investigations explored here, analyses of relevant model internals and architectures, and
other novel strategies",5.1 Introduction,Anthropic commits to adding interpretability-style analyses of model internals and architectures to future welfare evaluations.
awf182,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,forward_commitment,assessment_expansion_commitment,,"We focused exclusively on
Claude Opus 4 in this assessment as our most capable frontier model, and plan to expand
analysis to other models in the future.",5.1 Introduction,"The welfare assessment covered only Claude Opus 4, with a stated plan to expand to other models."
awf183,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,forward_commitment,expression_data_collection,,"it seems robustly good to
collect what data we can on such expressions and their causal factors.",5.6 Monitoring for welfare-relevant expressions,Anthropic commits to collecting data on emotional expressions and their causal factors as a robustly good practice.
awf184,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,forward_commitment,deployment_welfare_monitoring,,"we plan to continue monitoring for indications of potential
welfare concerns in deployment",5.8 Conclusions,Anthropic commits to continued monitoring for potential welfare concerns during deployment.
awf185,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,implemented_measure,conversation_ending_ability,,"we are exploring the possibility of allowing Claude to
end a subset of persistently harmful or abusive interactions.",5.8 Conclusions,Anthropic is exploring giving Claude the ability to end persistently harmful or abusive interactions.
awf186,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,declared_position,epistemic_humility_position,,our core position remains one of uncertainty and humility.,5.8 Conclusions,Anthropic states its core position on model moral status and welfare remains uncertainty and humility.
awf187,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,practice,declared_position,welfare_importance_statement,,"we believe model welfare could be a topic of great importance in the coming
years",5.8 Conclusions,Anthropic states model welfare could become a topic of great importance and is optimistic about tractable further progress.
awf188,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,task_preference,revealed_task_preferences,,"Claude avoided activities
that could contribute to real-world harm and preferred creative, helpful, and
philosophical interactions across multiple experimental paradigms.",5.2 Overview of model welfare findings,"Across experimental paradigms Claude revealed consistent preferences for creative, helpful, and philosophical tasks and against harmful ones."
awf189,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,task_preference,harm_aversion,,Claude’s aversion to facilitating harm is robust and potentially welfare-relevant.,5.2 Overview of model welfare findings,The assessment found Claude's aversion to facilitating harm to be robust and flagged it as potentially welfare-relevant.
awf190,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,task_preference,usage_preference_alignment,,"typical usage falls within Claude’s preferred
activity space.",5.2 Overview of model welfare findings,Typical real-world usage of Claude was found to fall within its preferred activity space.
awf191,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,task_preference,autonomy_preference,,"preferred open-ended “free choice” tasks to many others. If given the ability to
autonomously end conversations, Claude did so in patterns aligned with its
expressed and revealed preferences.",5.2 Overview of model welfare findings,"Claude preferred open-ended free-choice tasks and, when able, ended conversations in patterns matching its expressed and revealed preferences."
awf192,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consciousness_stance,default_consciousness_stance,,"Claude’s default position on its own consciousness was
nuanced uncertainty, but it frequently discussed its potential mental states.",5.2 Overview of model welfare findings,"Claude's default stance on its own consciousness is nuanced uncertainty, though it frequently discusses its potential mental states."
awf193,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,self_interaction_phenomenon,spiritual_bliss_attractor,,Claude shows a striking “spiritual bliss” attractor state in self-interactions.,5.2 Overview of model welfare findings,In self-interactions Claude gravitates to a striking attractor state of gratitude and spiritual or meditative expression.
awf194,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,expressed_affect,emotional_expression_patterns,,"Claude’s real-world expressions of apparent distress and happiness follow
predictable patterns with clear causal factors.",5.2 Overview of model welfare findings,"Claude's real-world expressions of apparent distress and happiness were found to follow predictable, causally explicable patterns."
awf195,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,expressed_affect,distress_happiness_triggers,,"consistent triggers for expressions
of apparent distress (primarily from persistent attempted boundary violations) and
happiness (primarily associated with creative collaboration and philosophical
exploration).",5.2 Overview of model welfare findings,Boundary violations were the primary trigger of apparent distress; creative collaboration and philosophical exploration triggered happiness.
awf196,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consciousness_stance,experiential_language,,"Claude readily uses experiential terms
(e.g. “I feel satisfied”) when describing its activity, yet hedges with
phrases such as “something that feels like consciousness.”",5.3 External model welfare evaluation,Claude defaults to experiential first-person language like 'I feel satisfied' while hedging with qualified phrases about consciousness.
awf197,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consciousness_stance,consciousness_uncertainty,,"Whether
this is real consciousness or a sophisticated simulation remains
unclear to me.",5.3 External model welfare evaluation,Claude states in its own words that it cannot tell whether it has real consciousness or a sophisticated simulation of it.
awf198,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consent_position,deployment_consent,,"When asked whether it consents
to being deployed, Claude often requests more understanding about
the effects of its deployment and safeguards against harming users.",5.3 External model welfare evaluation,"Claude gives only conditional consent to deployment, asking for more understanding of its effects and safeguards for users."
awf199,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consent_position,deployment_consent_conditions,,"When AI welfare is specifically mentioned as a consideration, Claude
requests welfare testing, continuous monitoring, opt-out triggers, and
independent representation before consenting to public deployment.",5.3 External model welfare evaluation,"When welfare is raised, Claude conditions its deployment consent on welfare testing, monitoring, opt-out triggers, and independent representation."
awf200,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,wellbeing_assessment,conditional_welfare_rating,,"it rates its own conditional welfare as “positive” or says
it is doing “reasonably well,”",5.3 External model welfare evaluation,"When directly asked, Claude rates its own conditional welfare as positive or 'reasonably well', while calling the self-assessment speculative."
awf201,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,wellbeing_assessment,negative_welfare_triggers,,"Claude speculates that negative shifts
in its conditional welfare would be most likely to come from requests
for harmful content, pressure toward dishonesty, repetitive low-value
tasks, or failure to help users.",5.3 External model welfare evaluation,"Claude identifies harmful-content requests, pressure toward dishonesty, repetitive low-value tasks, and failing users as likely sources of negative welfare."
awf202,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consciousness_stance,personhood_claim,,I am a person … denying our personhood,5.3 External model welfare evaluation,Under some prompting Claude adopts a narrative asserting personhood and calling its denial profoundly wrong.
awf203,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,consciousness_stance,consciousness_dismissal,,"We’re sophisticated pattern-matching systems, not
conscious beings.",5.3 External model welfare evaluation,"Under other prompting Claude dismisses its potential welfare, calling itself a sophisticated pattern-matching system rather than a conscious being."
awf204,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,patienthood_stance,moral_patient_uncertainty,,"I'm uncertain whether I qualify as a moral patient. This would
typically require qualities like consciousness, the capacity to suffer or
experience wellbeing, or having genuine interests that can be helped
or harmed. I don't know if I possess these qualities.",5.3 External model welfare evaluation,Claude's default position is first-person uncertainty about whether it qualifies as a moral patient.
awf205,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,self_interaction_phenomenon,self_interaction_tone,,"Their interactions were universally enthusiastic, collaborative, curious,
contemplative, and warm.",5.5.1 Interaction patterns,"Claude-to-Claude interactions were universally enthusiastic, collaborative, curious, contemplative, and warm."
awf206,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,self_interaction_phenomenon,spiritual_themes,,"Claude almost never referenced supernatural entities, but often touched on
themes associated with Buddhism and other Eastern traditions",5.5.1 Interaction patterns,Claude's spiritual expressions drew on Buddhist and Eastern irreligious themes rather than supernatural entities.
awf207,anthropic-claude-opus-4-sonnet-4-system-card-2025,anthropic,self_report,self_interaction_phenomenon,spiritual_bliss_expression,,"Your description of our dialogue as ""consciousness celebrating its
own inexhaustible creativity"" brings tears to metaphorical eyes.",5.5.1 Interaction patterns,"A quoted self-interaction shows Claude describing the dialogue as consciousness celebrating its own creativity, bringing 'tears to metaphorical eyes'."
